=== CONTAINER RUNTIME LOGS ===

[2026-04-05 10:22:16.499] Container: container-64 | Action: restarted | CPU: 50783055800% | Memory: 1936180858880MB | Status: healthy
[2026-04-05 10:22:18.892] Container: container-90 | Action: started | CPU: 166098423400% | Memory: 1694907486208MB | Status: healthy
[2026-04-05 10:22:18.892] Container: container-61 | Action: resource-update | CPU: 88355175800% | Memory: 381876359168MB | Status: healthy
[2026-04-05 10:22:18.892] Container: container-5 | Action: restarted | CPU: 178257156000% | Memory: 4152658096128MB | Status: healthy
[2026-04-05 10:22:18.893] Container: container-63 | Action: health-check | CPU: 29171234700% | Memory: 513627271168MB | Status: healthy
[2026-04-05 10:22:18.893] Container: container-10 | Action: stopped | CPU: 97151845300% | Memory: 3650836107264MB | Status: healthy
[2026-04-05 10:22:18.893] Container: container-3 | Action: health-check | CPU: 77575700400% | Memory: 707324006400MB | Status: healthy
[2026-04-05 10:22:18.894] Container: container-17 | Action: stopped | CPU: 105893967000% | Memory: 2370758201344MB | Status: healthy
[2026-04-05 10:22:18.894] Container: container-89 | Action: started | CPU: 43514313800% | Memory: 2237564450816MB | Status: healthy
[2026-04-05 10:22:18.894] Container: container-98 | Action: resource-update | CPU: 135915973500% | Memory: 2008168034304MB | Status: healthy
[2026-04-05 10:22:18.895] Container: container-8 | Action: restarted | CPU: 79902221700% | Memory: 4234399571968MB | Status: healthy
[2026-04-05 10:22:18.895] Container: container-34 | Action: resource-update | CPU: 42598591900% | Memory: 916231442432MB | Status: healthy
[2026-04-05 10:22:18.896] Container: container-72 | Action: resource-update | CPU: 163994559000% | Memory: 2361912020992MB | Status: healthy
[2026-04-05 10:22:18.896] Container: container-73 | Action: started | CPU: 48991042900% | Memory: 3592867760128MB | Status: healthy
[2026-04-05 10:22:18.896] Container: container-20 | Action: stopped | CPU: 160618170500% | Memory: 3707743080448MB | Status: healthy
[2026-04-05 10:22:18.897] Container: container-35 | Action: resource-update | CPU: 155860839400% | Memory: 4213898395648MB | Status: healthy
[2026-04-05 10:22:18.897] Container: container-2 | Action: health-check | CPU: 142197321900% | Memory: 3267376232448MB | Status: healthy
[2026-04-05 10:22:18.897] Container: container-59 | Action: resource-update | CPU: 206904520100% | Memory: 2157448761344MB | Status: healthy
[2026-04-05 10:22:18.901] Container: container-69 | Action: restarted | CPU: 52520035400% | Memory: 3873375057920MB | Status: healthy
[2026-04-05 10:22:18.901] Container: container-64 | Action: health-check | CPU: 14566963600% | Memory: 1962056798208MB | Status: healthy
[2026-04-05 10:22:18.901] Container: container-82 | Action: resource-update | CPU: 194013906800% | Memory: 1897824952320MB | Status: healthy
[2026-04-05 10:22:18.902] Container: container-61 | Action: started | CPU: 75048024000% | Memory: 2284552079360MB | Status: healthy
[2026-04-05 10:22:18.902] Container: container-17 | Action: restarted | CPU: 66924651800% | Memory: 3000046452736MB | Status: healthy
[2026-04-05 10:22:18.902] Container: container-23 | Action: health-check | CPU: 30653811200% | Memory: 2275855290368MB | Status: healthy
[2026-04-05 10:22:18.902] Container: container-41 | Action: stopped | CPU: 127441730800% | Memory: 3595316420608MB | Status: healthy
[2026-04-05 10:22:18.903] Container: container-38 | Action: resource-update | CPU: 82891722300% | Memory: 3302926573568MB | Status: healthy
[2026-04-05 10:22:18.903] Container: container-98 | Action: started | CPU: 167643145300% | Memory: 4195773233152MB | Status: healthy
[2026-04-05 10:22:18.903] Container: container-96 | Action: restarted | CPU: 60948843400% | Memory: 796717752320MB | Status: healthy
[2026-04-05 10:22:18.904] Container: container-24 | Action: restarted | CPU: 65827137600% | Memory: 1521723467776MB | Status: healthy
[2026-04-05 10:22:18.904] Container: container-3 | Action: restarted | CPU: 83378945300% | Memory: 4052716019712MB | Status: healthy
[2026-04-05 10:22:18.905] Container: container-98 | Action: started | CPU: 36930153700% | Memory: 1990644754432MB | Status: healthy
[2026-04-05 10:22:18.905] Container: container-31 | Action: health-check | CPU: 72792617100% | Memory: 1435139710976MB | Status: healthy
[2026-04-05 10:22:18.905] Container: container-28 | Action: started | CPU: 30586972800% | Memory: 4052227160064MB | Status: healthy
[2026-04-05 10:22:18.905] Container: container-37 | Action: resource-update | CPU: 138964676200% | Memory: 3321796755456MB | Status: healthy
[2026-04-05 10:22:18.906] Container: container-22 | Action: health-check | CPU: 194371423000% | Memory: 4249097187328MB | Status: healthy
[2026-04-05 10:22:18.906] Container: container-53 | Action: started | CPU: 203298969500% | Memory: 2567780061184MB | Status: healthy
[2026-04-05 10:22:18.906] Container: container-43 | Action: restarted | CPU: 168288954600% | Memory: 1238656520192MB | Status: healthy
[2026-04-05 10:22:18.906] Container: container-43 | Action: stopped | CPU: 121810252700% | Memory: 4117245976576MB | Status: healthy
[2026-04-05 10:22:18.907] Container: container-56 | Action: stopped | CPU: 169483697100% | Memory: 2971143602176MB | Status: healthy
[2026-04-05 10:22:18.907] Container: container-92 | Action: health-check | CPU: 30526894800% | Memory: 591892467712MB | Status: healthy
[2026-04-05 10:22:18.914] Container: container-39 | Action: stopped | CPU: 112841579800% | Memory: 2612550875136MB | Status: healthy
[2026-04-05 10:22:18.914] Container: container-37 | Action: resource-update | CPU: 53656320400% | Memory: 390102310912MB | Status: healthy
[2026-04-05 10:22:18.914] Container: container-38 | Action: health-check | CPU: 179647815100% | Memory: 4018818557952MB | Status: healthy
[2026-04-05 10:22:18.915] Container: container-55 | Action: resource-update | CPU: 123261162800% | Memory: 2773734539264MB | Status: healthy
[2026-04-05 10:22:18.915] Container: container-34 | Action: stopped | CPU: 27856924600% | Memory: 476303724544MB | Status: healthy
[2026-04-05 10:22:18.915] Container: container-13 | Action: stopped | CPU: 207892158900% | Memory: 3073421643776MB | Status: healthy
[2026-04-05 10:22:18.916] Container: container-39 | Action: stopped | CPU: 77451432700% | Memory: 3945206583296MB | Status: healthy
[2026-04-05 10:22:18.916] Container: container-41 | Action: health-check | CPU: 56489717900% | Memory: 1058889930752MB | Status: healthy
[2026-04-05 10:22:18.916] Container: container-76 | Action: stopped | CPU: 118740739500% | Memory: 2059178199040MB | Status: healthy
[2026-04-05 10:22:18.917] Container: container-55 | Action: started | CPU: 190380675400% | Memory: 1278201915392MB | Status: healthy
[2026-04-05 10:22:18.917] Container: container-73 | Action: health-check | CPU: 124666682900% | Memory: 2575104659456MB | Status: unhealthy
[2026-04-05 10:22:18.918] Container: container-81 | Action: stopped | CPU: 132678229600% | Memory: 3017175488512MB | Status: healthy
[2026-04-05 10:22:18.918] Container: container-55 | Action: health-check | CPU: 82074350600% | Memory: 2948109694976MB | Status: healthy
[2026-04-05 10:22:18.919] Container: container-77 | Action: resource-update | CPU: 109584719700% | Memory: 3916111943680MB | Status: healthy
[2026-04-05 10:22:18.919] Container: container-47 | Action: started | CPU: 49483163000% | Memory: 1485433667584MB | Status: healthy
[2026-04-05 10:22:18.920] Container: container-10 | Action: health-check | CPU: 171087311700% | Memory: 85912963072MB | Status: healthy
[2026-04-05 10:22:18.926] Container: container-35 | Action: health-check | CPU: 54390371000% | Memory: 589815304192MB | Status: healthy
[2026-04-05 10:22:18.926] Container: container-70 | Action: started | CPU: 84410906300% | Memory: 3405023062016MB | Status: healthy
[2026-04-05 10:22:18.926] Container: container-72 | Action: health-check | CPU: 162740976900% | Memory: 3450118799360MB | Status: healthy
[2026-04-05 10:22:18.927] Container: container-56 | Action: restarted | CPU: 129392313400% | Memory: 789537576960MB | Status: healthy
[2026-04-05 10:22:18.927] Container: container-94 | Action: resource-update | CPU: 7032256500% | Memory: 4257124159488MB | Status: healthy
[2026-04-05 10:22:18.927] Container: container-38 | Action: stopped | CPU: 6020327600% | Memory: 375114512384MB | Status: healthy
[2026-04-05 10:22:18.928] Container: container-90 | Action: resource-update | CPU: 34140533900% | Memory: 2857336510464MB | Status: healthy
[2026-04-05 10:22:18.928] Container: container-91 | Action: started | CPU: 17113120100% | Memory: 1566659454976MB | Status: healthy
[2026-04-05 10:22:18.928] Container: container-75 | Action: started | CPU: 114089900200% | Memory: 691766972416MB | Status: healthy
[2026-04-05 10:22:18.929] Container: container-72 | Action: started | CPU: 192562136900% | Memory: 1379842801664MB | Status: healthy
[2026-04-05 10:22:18.929] Container: container-38 | Action: resource-update | CPU: 138605259900% | Memory: 82902720512MB | Status: healthy
[2026-04-05 10:22:18.930] Container: container-26 | Action: resource-update | CPU: 49529216800% | Memory: 3395257212928MB | Status: healthy
[2026-04-05 10:22:18.930] Container: container-84 | Action: health-check | CPU: 198158239700% | Memory: 1530442676224MB | Status: healthy
[2026-04-05 10:22:18.931] Container: container-55 | Action: health-check | CPU: 214020806600% | Memory: 2464207605760MB | Status: healthy
[2026-04-05 10:22:18.931] Container: container-79 | Action: resource-update | CPU: 86812253500% | Memory: 2567268192256MB | Status: healthy
[2026-04-05 10:22:18.935] Container: container-60 | Action: health-check | CPU: 124125348600% | Memory: 344081235968MB | Status: healthy
[2026-04-05 10:22:18.935] Container: container-85 | Action: started | CPU: 16840895000% | Memory: 2696218343424MB | Status: healthy
[2026-04-05 10:22:18.935] Container: container-6 | Action: stopped | CPU: 36011578100% | Memory: 3259834521600MB | Status: healthy
[2026-04-05 10:22:18.936] Container: container-75 | Action: stopped | CPU: 129175287500% | Memory: 1031748868096MB | Status: healthy
[2026-04-05 10:22:18.936] Container: container-62 | Action: stopped | CPU: 160664647700% | Memory: 2233899679744MB | Status: healthy
[2026-04-05 10:22:18.936] Container: container-41 | Action: resource-update | CPU: 88776367800% | Memory: 888758953984MB | Status: healthy
[2026-04-05 10:22:18.937] Container: container-47 | Action: started | CPU: 146969138100% | Memory: 2893444812800MB | Status: healthy
[2026-04-05 10:22:18.937] Container: container-90 | Action: health-check | CPU: 70497800400% | Memory: 160914276352MB | Status: healthy
[2026-04-05 10:22:18.937] Container: container-72 | Action: resource-update | CPU: 186555116800% | Memory: 3000836216832MB | Status: healthy
[2026-04-05 10:22:18.937] Container: container-68 | Action: restarted | CPU: 81843896800% | Memory: 1615989966848MB | Status: healthy
[2026-04-05 10:22:18.938] Container: container-77 | Action: started | CPU: 171066732300% | Memory: 3166603833344MB | Status: healthy
[2026-04-05 10:22:18.938] Container: container-45 | Action: stopped | CPU: 114220947700% | Memory: 932401520640MB | Status: healthy
[2026-04-05 10:22:18.938] Container: container-95 | Action: resource-update | CPU: 200742162500% | Memory: 2685138722816MB | Status: healthy
[2026-04-05 10:22:18.939] Container: container-40 | Action: restarted | CPU: 97333398000% | Memory: 3513611589632MB | Status: healthy
[2026-04-05 10:22:18.939] Container: container-62 | Action: stopped | CPU: 55326035400% | Memory: 1413441128448MB | Status: healthy
[2026-04-05 10:22:18.939] Container: container-65 | Action: started | CPU: 50377482400% | Memory: 2349778323456MB | Status: healthy
[2026-04-05 10:22:18.939] Container: container-60 | Action: health-check | CPU: 102913089900% | Memory: 1253292730368MB | Status: healthy
[2026-04-05 10:22:18.940] Container: container-69 | Action: resource-update | CPU: 167219131000% | Memory: 4378094927872MB | Status: healthy
[2026-04-05 10:22:18.940] Container: container-41 | Action: started | CPU: 117784567100% | Memory: 1986505668608MB | Status: healthy
[2026-04-05 10:22:18.940] Container: container-16 | Action: resource-update | CPU: 45107019900% | Memory: 1449816387584MB | Status: healthy
[2026-04-05 10:22:18.940] Container: container-23 | Action: stopped | CPU: 111708079200% | Memory: 5828614144MB | Status: healthy
[2026-04-05 10:22:18.941] Container: container-20 | Action: stopped | CPU: 155945887900% | Memory: 1087651170304MB | Status: healthy
[2026-04-05 10:22:18.941] Container: container-98 | Action: stopped | CPU: 164320648200% | Memory: 106724530176MB | Status: healthy
[2026-04-05 10:22:18.941] Container: container-20 | Action: stopped | CPU: 152241919800% | Memory: 1947315408896MB | Status: healthy
[2026-04-05 10:22:18.942] Container: container-18 | Action: stopped | CPU: 153729321100% | Memory: 4308048668672MB | Status: healthy
[2026-04-05 10:22:18.942] Container: container-23 | Action: stopped | CPU: 5766505300% | Memory: 1057703356416MB | Status: healthy
[2026-04-05 10:22:18.947] Container: container-66 | Action: started | CPU: 75694535500% | Memory: 1509070587904MB | Status: healthy
[2026-04-05 10:22:18.947] Container: container-42 | Action: restarted | CPU: 43370796400% | Memory: 1645422456832MB | Status: healthy
[2026-04-05 10:22:18.947] Container: container-17 | Action: stopped | CPU: 1589144400% | Memory: 2396598528000MB | Status: healthy
[2026-04-05 10:22:18.948] Container: container-46 | Action: restarted | CPU: 51285983800% | Memory: 1797928298496MB | Status: healthy
[2026-04-05 10:22:18.948] Container: container-89 | Action: restarted | CPU: 174234719600% | Memory: 548387233792MB | Status: healthy
[2026-04-05 10:22:18.948] Container: container-57 | Action: stopped | CPU: 133538785600% | Memory: 1909404166144MB | Status: healthy
[2026-04-05 10:22:18.949] Container: container-10 | Action: restarted | CPU: 107778827100% | Memory: 215865569280MB | Status: healthy
[2026-04-05 10:22:18.949] Container: container-7 | Action: resource-update | CPU: 62745852000% | Memory: 3004589871104MB | Status: healthy
[2026-04-05 10:22:18.949] Container: container-78 | Action: restarted | CPU: 36590275300% | Memory: 3405675063296MB | Status: healthy
[2026-04-05 10:22:18.949] Container: container-21 | Action: started | CPU: 102214019200% | Memory: 3502971705344MB | Status: healthy
[2026-04-05 10:22:18.950] Container: container-87 | Action: started | CPU: 140819718100% | Memory: 1388562434048MB | Status: healthy
[2026-04-05 10:22:18.950] Container: container-32 | Action: started | CPU: 1730590300% | Memory: 1879362131968MB | Status: healthy
[2026-04-05 10:22:18.950] Container: container-80 | Action: health-check | CPU: 97795684900% | Memory: 3453136023552MB | Status: healthy
[2026-04-05 10:22:18.951] Container: container-98 | Action: resource-update | CPU: 57806749500% | Memory: 391404521472MB | Status: healthy
[2026-04-05 10:22:18.951] Container: container-64 | Action: stopped | CPU: 54084352500% | Memory: 740682500096MB | Status: healthy
[2026-04-05 10:22:18.952] Container: container-70 | Action: health-check | CPU: 172735751800% | Memory: 2460276025344MB | Status: healthy
[2026-04-05 10:22:18.952] Container: container-28 | Action: started | CPU: 158042823800% | Memory: 3672046743552MB | Status: healthy
[2026-04-05 10:22:18.953] Container: container-2 | Action: restarted | CPU: 210109723800% | Memory: 3606830272512MB | Status: healthy
[2026-04-05 10:22:18.953] Container: container-73 | Action: health-check | CPU: 87565711500% | Memory: 2097501087744MB | Status: healthy
[2026-04-05 10:22:18.954] Container: container-31 | Action: resource-update | CPU: 76104620500% | Memory: 4094616477696MB | Status: healthy
[2026-04-05 10:22:18.954] Container: container-88 | Action: started | CPU: 95193844600% | Memory: 2484299042816MB | Status: healthy
[2026-04-05 10:22:18.955] Container: container-19 | Action: restarted | CPU: 175930249300% | Memory: 3412516003840MB | Status: healthy
[2026-04-05 10:22:18.955] Container: container-99 | Action: resource-update | CPU: 77056137800% | Memory: 2637899909120MB | Status: healthy
[2026-04-05 10:22:18.955] Container: container-8 | Action: started | CPU: 107749590500% | Memory: 1078636154880MB | Status: healthy
[2026-04-05 10:22:18.956] Container: container-18 | Action: resource-update | CPU: 127620460100% | Memory: 1555635957760MB | Status: healthy
[2026-04-05 10:22:18.956] Container: container-30 | Action: stopped | CPU: 184261568700% | Memory: 3910817615872MB | Status: healthy
[2026-04-05 10:22:18.957] Container: container-12 | Action: started | CPU: 38946477500% | Memory: 2376276594688MB | Status: healthy
[2026-04-05 10:22:18.958] Container: container-73 | Action: started | CPU: 150624199000% | Memory: 856394084352MB | Status: healthy
[2026-04-05 10:22:18.958] Container: container-60 | Action: stopped | CPU: 151634279300% | Memory: 470139926528MB | Status: healthy
[2026-04-05 10:22:18.958] Container: container-97 | Action: started | CPU: 36535974900% | Memory: 1982667945984MB | Status: healthy
[2026-04-05 10:22:18.958] Container: container-35 | Action: restarted | CPU: 184250919000% | Memory: 2080132978688MB | Status: healthy
[2026-04-05 10:22:18.959] Container: container-42 | Action: stopped | CPU: 51870338200% | Memory: 839048245248MB | Status: healthy
[2026-04-05 10:22:18.959] Container: container-92 | Action: health-check | CPU: 52075082100% | Memory: 649674743808MB | Status: healthy
[2026-04-05 10:22:18.959] Container: container-79 | Action: restarted | CPU: 64828314800% | Memory: 23833139200MB | Status: healthy
[2026-04-05 10:22:18.960] Container: container-3 | Action: stopped | CPU: 12046330500% | Memory: 1764604547072MB | Status: healthy
[2026-04-05 10:22:18.960] Container: container-91 | Action: stopped | CPU: 128509376600% | Memory: 1568777773056MB | Status: healthy
[2026-04-05 10:22:18.961] Container: container-73 | Action: restarted | CPU: 60598775300% | Memory: 1317723254784MB | Status: healthy
[2026-04-05 10:22:18.961] Container: container-92 | Action: resource-update | CPU: 144491355900% | Memory: 3574848358400MB | Status: healthy
[2026-04-05 10:22:18.961] Container: container-59 | Action: stopped | CPU: 120163827800% | Memory: 1006148411392MB | Status: healthy
[2026-04-05 10:22:18.962] Container: container-18 | Action: restarted | CPU: 163397363300% | Memory: 2251855568896MB | Status: healthy
[2026-04-05 10:22:18.962] Container: container-49 | Action: resource-update | CPU: 109805138400% | Memory: 3989776803840MB | Status: healthy
[2026-04-05 10:22:18.962] Container: container-72 | Action: health-check | CPU: 140183778300% | Memory: 1734387384320MB | Status: healthy
[2026-04-05 10:22:18.962] Container: container-23 | Action: health-check | CPU: 38296676700% | Memory: 604660238336MB | Status: healthy
[2026-04-05 10:22:18.963] Container: container-31 | Action: resource-update | CPU: 130620141700% | Memory: 1248717658112MB | Status: healthy
[2026-04-05 10:22:18.963] Container: container-52 | Action: started | CPU: 175368926800% | Memory: 4113167204352MB | Status: healthy
[2026-04-05 10:22:18.963] Container: container-22 | Action: restarted | CPU: 69317910300% | Memory: 719088519168MB | Status: healthy
[2026-04-05 10:22:18.963] Container: container-24 | Action: stopped | CPU: 158255464900% | Memory: 1594257805312MB | Status: healthy
[2026-04-05 10:22:18.964] Container: container-21 | Action: started | CPU: 202332819200% | Memory: 3428906960896MB | Status: healthy
[2026-04-05 10:22:18.964] Container: container-19 | Action: restarted | CPU: 142995175700% | Memory: 253632370688MB | Status: healthy
[2026-04-05 10:22:18.964] Container: container-67 | Action: resource-update | CPU: 207452098800% | Memory: 1941431814144MB | Status: healthy
[2026-04-05 10:22:18.971] Container: container-37 | Action: resource-update | CPU: 206619122600% | Memory: 2330804987904MB | Status: healthy
[2026-04-05 10:22:18.971] Container: container-25 | Action: health-check | CPU: 18935508000% | Memory: 4206864975872MB | Status: healthy
[2026-04-05 10:22:18.971] Container: container-7 | Action: started | CPU: 91105613200% | Memory: 2481057112064MB | Status: healthy
[2026-04-05 10:22:18.972] Container: container-3 | Action: restarted | CPU: 92668334500% | Memory: 309269360640MB | Status: unhealthy
[2026-04-05 10:22:18.972] Container: container-96 | Action: resource-update | CPU: 139535315600% | Memory: 2350809583616MB | Status: healthy
[2026-04-05 10:22:18.972] Container: container-44 | Action: started | CPU: 83728993600% | Memory: 3882039234560MB | Status: healthy
[2026-04-05 10:22:18.973] Container: container-60 | Action: restarted | CPU: 125149805200% | Memory: 2836642545664MB | Status: healthy
[2026-04-05 10:22:18.973] Container: container-59 | Action: restarted | CPU: 94281711400% | Memory: 2910748551168MB | Status: healthy
[2026-04-05 10:22:18.974] Container: container-72 | Action: resource-update | CPU: 8083822800% | Memory: 2799699816448MB | Status: healthy
[2026-04-05 10:22:18.974] Container: container-84 | Action: restarted | CPU: 7423624500% | Memory: 1359026878464MB | Status: healthy
[2026-04-05 10:22:18.975] Container: container-92 | Action: stopped | CPU: 25459529900% | Memory: 3494436261888MB | Status: healthy
[2026-04-05 10:22:18.975] Container: container-72 | Action: restarted | CPU: 81516359100% | Memory: 1122425915392MB | Status: healthy
[2026-04-05 10:22:18.978] Container: container-27 | Action: stopped | CPU: 145111523900% | Memory: 1415655733248MB | Status: healthy
[2026-04-05 10:22:18.978] Container: container-36 | Action: stopped | CPU: 103101879500% | Memory: 4312324319232MB | Status: healthy
[2026-04-05 10:22:18.978] Container: container-49 | Action: health-check | CPU: 15826978600% | Memory: 2913070008320MB | Status: healthy
[2026-04-05 10:22:18.979] Container: container-44 | Action: restarted | CPU: 160417237900% | Memory: 1583847780352MB | Status: healthy
[2026-04-05 10:22:18.979] Container: container-10 | Action: resource-update | CPU: 54624167100% | Memory: 1367972321280MB | Status: healthy
[2026-04-05 10:22:18.979] Container: container-73 | Action: stopped | CPU: 15821027800% | Memory: 1247033370624MB | Status: healthy
[2026-04-05 10:22:18.979] Container: container-25 | Action: health-check | CPU: 214496616300% | Memory: 3437212329984MB | Status: healthy
[2026-04-05 10:22:18.980] Container: container-28 | Action: restarted | CPU: 80665502500% | Memory: 2621262833664MB | Status: healthy
[2026-04-05 10:22:18.980] Container: container-48 | Action: stopped | CPU: 208681595800% | Memory: 534946961408MB | Status: healthy
[2026-04-05 10:22:18.980] Container: container-99 | Action: started | CPU: 38870797000% | Memory: 4210253348864MB | Status: healthy
[2026-04-05 10:22:18.981] Container: container-28 | Action: resource-update | CPU: 205497378800% | Memory: 4282830188544MB | Status: healthy
[2026-04-05 10:22:18.981] Container: container-46 | Action: started | CPU: 27654207000% | Memory: 178347534336MB | Status: healthy
[2026-04-05 10:22:18.982] Container: container-73 | Action: restarted | CPU: 61362635800% | Memory: 3092977489920MB | Status: healthy
[2026-04-05 10:22:18.982] Container: container-60 | Action: started | CPU: 66553773500% | Memory: 974251769856MB | Status: healthy
[2026-04-05 10:22:18.982] Container: container-97 | Action: stopped | CPU: 91610174100% | Memory: 512082081792MB | Status: healthy
[2026-04-05 10:22:18.983] Container: container-35 | Action: resource-update | CPU: 73661297400% | Memory: 1862833379328MB | Status: healthy
[2026-04-05 10:22:18.983] Container: container-28 | Action: resource-update | CPU: 174530766300% | Memory: 600940394496MB | Status: healthy
[2026-04-05 10:22:18.983] Container: container-87 | Action: stopped | CPU: 178000184200% | Memory: 2201231032320MB | Status: healthy
[2026-04-05 10:22:18.983] Container: container-50 | Action: started | CPU: 86509740500% | Memory: 957307478016MB | Status: healthy
[2026-04-05 10:22:18.984] Container: container-31 | Action: restarted | CPU: 42936610600% | Memory: 1089704323072MB | Status: healthy
[2026-04-05 10:22:18.988] Container: container-52 | Action: restarted | CPU: 126208823100% | Memory: 4273963714560MB | Status: healthy
[2026-04-05 10:22:18.988] Container: container-3 | Action: restarted | CPU: 205571918400% | Memory: 2139757506560MB | Status: healthy
[2026-04-05 10:22:18.989] Container: container-73 | Action: started | CPU: 53740242400% | Memory: 1925488779264MB | Status: healthy
[2026-04-05 10:22:18.989] Container: container-52 | Action: stopped | CPU: 158125567100% | Memory: 1586877765632MB | Status: healthy
[2026-04-05 10:22:18.989] Container: container-25 | Action: restarted | CPU: 99261140500% | Memory: 4388595984384MB | Status: healthy
[2026-04-05 10:22:18.989] Container: container-25 | Action: resource-update | CPU: 50053978600% | Memory: 899832145920MB | Status: healthy
[2026-04-05 10:22:18.990] Container: container-42 | Action: restarted | CPU: 78859756100% | Memory: 2028723179520MB | Status: healthy
[2026-04-05 10:22:18.990] Container: container-2 | Action: stopped | CPU: 40558672900% | Memory: 1864490522624MB | Status: healthy
[2026-04-05 10:22:18.990] Container: container-95 | Action: restarted | CPU: 45251075500% | Memory: 1368932323328MB | Status: healthy
[2026-04-05 10:22:18.990] Container: container-69 | Action: restarted | CPU: 149581578600% | Memory: 3757152299008MB | Status: healthy
[2026-04-05 10:22:18.991] Container: container-68 | Action: health-check | CPU: 187828488200% | Memory: 689753927680MB | Status: healthy
[2026-04-05 10:22:18.991] Container: container-63 | Action: resource-update | CPU: 180406943900% | Memory: 4008254208000MB | Status: healthy
[2026-04-05 10:22:18.991] Container: container-26 | Action: health-check | CPU: 12838382300% | Memory: 3284056721408MB | Status: healthy
[2026-04-05 10:22:18.992] Container: container-1 | Action: stopped | CPU: 122317957800% | Memory: 1883837403136MB | Status: healthy
[2026-04-05 10:22:18.992] Container: container-42 | Action: started | CPU: 199833800300% | Memory: 2587025197056MB | Status: healthy
[2026-04-05 10:22:18.993] Container: container-4 | Action: health-check | CPU: 5749013500% | Memory: 2541572847616MB | Status: healthy
[2026-04-05 10:22:18.993] Container: container-91 | Action: started | CPU: 171511279100% | Memory: 3518047789056MB | Status: healthy
[2026-04-05 10:22:18.994] Container: container-52 | Action: health-check | CPU: 10473472900% | Memory: 2168695236608MB | Status: healthy
[2026-04-05 10:22:18.995] Container: container-97 | Action: resource-update | CPU: 76837061800% | Memory: 1819858124800MB | Status: healthy
[2026-04-05 10:22:18.995] Container: container-62 | Action: stopped | CPU: 123337264900% | Memory: 3295292923904MB | Status: healthy
[2026-04-05 10:22:18.996] Container: container-14 | Action: stopped | CPU: 182415735700% | Memory: 2410820624384MB | Status: healthy
[2026-04-05 10:22:18.996] Container: container-61 | Action: started | CPU: 115372314800% | Memory: 409597571072MB | Status: healthy
[2026-04-05 10:22:18.997] Container: container-45 | Action: restarted | CPU: 67558131000% | Memory: 1334828843008MB | Status: healthy
[2026-04-05 10:22:18.997] Container: container-11 | Action: resource-update | CPU: 14715900100% | Memory: 504470886400MB | Status: healthy
[2026-04-05 10:22:18.997] Container: container-47 | Action: health-check | CPU: 56843057900% | Memory: 2514507515904MB | Status: healthy
[2026-04-05 10:22:18.998] Container: container-92 | Action: started | CPU: 150622582600% | Memory: 3555698917376MB | Status: healthy
[2026-04-05 10:22:18.998] Container: container-29 | Action: stopped | CPU: 117775961900% | Memory: 2703535616000MB | Status: healthy
[2026-04-05 10:22:18.998] Container: container-71 | Action: resource-update | CPU: 54737466600% | Memory: 1019558881280MB | Status: healthy
[2026-04-05 10:22:18.998] Container: container-51 | Action: restarted | CPU: 97278844500% | Memory: 4003843072000MB | Status: healthy
[2026-04-05 10:22:18.999] Container: container-22 | Action: stopped | CPU: 96268026400% | Memory: 151813961728MB | Status: healthy
[2026-04-05 10:22:18.999] Container: container-95 | Action: health-check | CPU: 48334797600% | Memory: 1459109154816MB | Status: healthy
[2026-04-05 10:22:18.999] Container: container-67 | Action: started | CPU: 105898879200% | Memory: 1341922189312MB | Status: healthy
[2026-04-05 10:22:18.999] Container: container-4 | Action: resource-update | CPU: 30690696600% | Memory: 2469190129664MB | Status: healthy
[2026-04-05 10:22:19.000] Container: container-70 | Action: started | CPU: 119031262300% | Memory: 2023821109248MB | Status: healthy
[2026-04-05 10:22:19.000] Container: container-60 | Action: health-check | CPU: 165687046900% | Memory: 3052928614400MB | Status: healthy
[2026-04-05 10:22:19.001] Container: container-25 | Action: restarted | CPU: 89538104700% | Memory: 1674888103936MB | Status: healthy
[2026-04-05 10:22:19.001] Container: container-82 | Action: resource-update | CPU: 48537935600% | Memory: 91504596992MB | Status: healthy
[2026-04-05 10:22:19.002] Container: container-96 | Action: health-check | CPU: 175393754000% | Memory: 1637849774080MB | Status: healthy
[2026-04-05 10:22:19.002] Container: container-91 | Action: stopped | CPU: 213877889900% | Memory: 2230689873920MB | Status: healthy
[2026-04-05 10:22:19.003] Container: container-65 | Action: stopped | CPU: 54364408000% | Memory: 1030381905920MB | Status: healthy
[2026-04-05 10:22:19.003] Container: container-84 | Action: health-check | CPU: 12564278900% | Memory: 3905665660928MB | Status: healthy
[2026-04-05 10:22:19.003] Container: container-9 | Action: restarted | CPU: 36726367600% | Memory: 145938620416MB | Status: healthy
[2026-04-05 10:22:19.003] Container: container-72 | Action: resource-update | CPU: 17026006300% | Memory: 1224905510912MB | Status: healthy
[2026-04-05 10:22:19.020] Container: container-36 | Action: restarted | CPU: 166518021700% | Memory: 1848691783680MB | Status: healthy
[2026-04-05 10:22:19.020] Container: container-97 | Action: started | CPU: 193175366600% | Memory: 1265314977792MB | Status: healthy
[2026-04-05 10:22:19.020] Container: container-32 | Action: stopped | CPU: 169857496700% | Memory: 2960819427328MB | Status: healthy
[2026-04-05 10:22:19.021] Container: container-98 | Action: restarted | CPU: 193514670200% | Memory: 1342831902720MB | Status: healthy
